period,seriesId,seriesDescription,stateId,stateDescription,value,unit
2023,CYCAS,Natural gas combined cycle generating units capacity factor,AK,Alaska,65.4,Percent
2023,CYCAS,Natural gas combined cycle generating units capacity factor,WY,Wyoming,49.2,Percent
2023,ELIMB,Electricity imported into the United States,DE,Delaware,0,Billion Btu
2023,ELIMB,Electricity imported into the United States,FL,Florida,0,Billion Btu
2023,ELIMB,Electricity imported into the United States,GA,Georgia,0,Billion Btu
2023,ELIMB,Electricity imported into the United States,HI,Hawaii,0,Billion Btu
2023,ELGBP,Total (all fuels) electric generating units net summer capacity in all sectors,CO,Colorado,19541,Thousand kilowatts
2023,ELGBP,Total (all fuels) electric generating units net summer capacity in all sectors,CT,Connecticut,9936,Thousand kilowatts
2023,ELIMB,Electricity imported into the United States,WV,West Virginia,0,Billion Btu
2023,ELIMB,Electricity imported into the United States,WY,Wyoming,0,Billion Btu
2023,ELIMD,Electricity imports average price,AK,Alaska,0,Dollars per million Btu
2023,ELIMD,Electricity imports average price,AL,Alabama,0,Dollars per million Btu
2023,ELIMB,Electricity imported into the United States,KY,Kentucky,0,Billion Btu
2023,ELIMB,Electricity imported into the United States,LA,Louisiana,0,Billion Btu
2023,ELIMB,Electricity imported into the United States,MA,Massachusetts,0,Billion Btu
2023,ELIMB,Electricity imported into the United States,MD,Maryland,0,Billion Btu
2023,ELIMB,Electricity imported into the United States,NV,Nevada,0,Billion Btu
2023,ELIMB,Electricity imported into the United States,NY,New York,25924,Billion Btu
2023,ELIMB,Electricity imported into the United States,OH,Ohio,0,Billion Btu
2023,ELIMB,Electricity imported into the United States,OK,Oklahoma,0,Billion Btu
2023,ELIMD,Electricity imports average price,NC,North Carolina,0,Dollars per million Btu
2023,ELIMD,Electricity imports average price,ND,North Dakota,18.72,Dollars per million Btu
2023,ELIMD,Electricity imports average price,NE,Nebraska,0,Dollars per million Btu
2023,ELIMD,Electricity imports average price,NH,New Hampshire,0,Dollars per million Btu
2023,ELIMP,Electricity imported into the United States,MD,Maryland,0,Million kilowatthours
2023,ELIMP,Electricity imported into the United States,ME,Maine,2224,Million kilowatthours
2023,ELIMP,Electricity imported into the United States,MI,Michigan,4290,Million kilowatthours
2023,ELIMP,Electricity imported into the United States,MN,Minnesota,6613,Million kilowatthours
2023,ELIMD,Electricity imports average price,OR,Oregon,0,Dollars per million Btu
2023,ELIMD,Electricity imports average price,PA,Pennsylvania,0,Dollars per million Btu
2023,BDTXB,Biodiesel total end-use consumption,RI,Rhode Island,1556,Billion Btu
2023,BDTXP,Biodiesel total end-use consumption,MA,Massachusetts,349,Thousand barrels
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,NJ,New Jersey,129,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,NM,New Mexico,9.9,Thousands of registered vehicles
2023,CLGBP,Coal generating units net summer capacity in all sectors,NM,New Mexico,1540,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,NV,Nevada,740,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,NY,New York,0,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,OH,Ohio,6608,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,OK,Oklahoma,3273,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,OR,Oregon,0,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,PA,Pennsylvania,6009,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,RI,Rhode Island,0,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,SC,South Carolina,4749,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,SD,South Dakota,475,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,TN,Tennessee,4955,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,TX,Texas,16623,Thousand kilowatts
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,FL,Florida,244,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,GA,Georgia,88.4,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,HI,Hawaii,24.5,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,IA,Iowa,8.6,Thousands of registered vehicles
2023,BTVHP,Electricity consumed for battery electric vehicle (BEV) use,US,United States,5444,Million kilowatthours
2023,BTVHP,Electricity consumed for battery electric vehicle (BEV) use,UT,Utah,66,Million kilowatthours
2023,BTVHP,Electricity consumed for battery electric vehicle (BEV) use,VA,Virginia,123,Million kilowatthours
2023,BTVHP,Electricity consumed for battery electric vehicle (BEV) use,VT,Vermont,12,Million kilowatthours
2023,BTVHP,Electricity consumed for battery electric vehicle (BEV) use,WA,Washington,239,Million kilowatthours
2023,BTVHP,Electricity consumed for battery electric vehicle (BEV) use,WI,Wisconsin,38,Million kilowatthours
2023,BTVHP,Electricity consumed for battery electric vehicle (BEV) use,WV,West Virginia,4,Million kilowatthours
2023,BTVHP,Electricity consumed for battery electric vehicle (BEV) use,WY,Wyoming,2,Million kilowatthours
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,ME,Maine,7.1,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,MI,Michigan,48.1,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,MN,Minnesota,35.5,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,MO,Missouri,25.7,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,MS,Mississippi,3.4,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,MT,Montana,4.4,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,NC,North Carolina,67.2,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,ND,North Dakota,1,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,NE,Nebraska,6.6,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,NH,New Hampshire,9.5,Thousands of registered vehicles
2023,ELIMD,Electricity imports average price,RI,Rhode Island,0,Dollars per million Btu
2023,ELIMD,Electricity imports average price,SC,South Carolina,0,Dollars per million Btu
2023,ELIMP,Electricity imported into the United States,AZ,Arizona,0,Million kilowatthours
2023,ELIMP,Electricity imported into the United States,CA,California,5674,Million kilowatthours
2023,ELIMP,Electricity imported into the United States,CO,Colorado,0,Million kilowatthours
2023,ELIMP,Electricity imported into the United States,CT,Connecticut,0,Million kilowatthours
2023,ELIMP,Electricity imported into the United States,DC,District of Columbia,0,Million kilowatthours
2023,ELIMV,Electricity imports expenditures,KY,Kentucky,0,Million dollars
2023,ELIMV,Electricity imports expenditures,LA,Louisiana,0,Million dollars
2023,ELIMV,Electricity imports expenditures,MA,Massachusetts,0,Million dollars
2023,CLGBP,Coal generating units net summer capacity in all sectors,US,United States,178442,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,UT,Utah,4581,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,VA,Virginia,1530,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,VT,Vermont,0,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,AR,Arkansas,22,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,AZ,Arizona,931,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,CA,California,7985,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,CO,Colorado,241,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,CT,Connecticut,2,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,DC,District of Columbia,0,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,DE,Delaware,0,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,FL,Florida,561,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,GA,Georgia,81,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,HI,Hawaii,360,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,AK,Alaska,168,Thousand kilowatts
2023,BDEIP,Biodiesel consumed by the electric power sector,CT,Connecticut,0,Thousand barrels
2023,BDEIB,Biodiesel consumed by the electric power sector,NV,Nevada,0,Billion Btu
2023,BDTXP,Biodiesel total end-use consumption,FL,Florida,1603,Thousand barrels
2023,BTGBP,Battery storage units net summer capacity in all sectors,IA,Iowa,9,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,ID,Idaho,0,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,IL,Illinois,96,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,IN,Indiana,36,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,KS,Kansas,0,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,KY,Kentucky,0,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,LA,Louisiana,0,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,AL,Alabama,4728,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,AR,Arkansas,4734,Thousand kilowatts
2023,BDTXB,Biodiesel total end-use consumption,SD,South Dakota,1039,Billion Btu
2023,BDTXP,Biodiesel total end-use consumption,CT,Connecticut,968,Thousand barrels
2023,BDEIK,Factor for converting biodiesel consumed by the electric power sector from physical units to Btu,TX,Texas,0,Million Btu per barrel
2023,BDEIK,Factor for converting biodiesel consumed by the electric power sector from physical units to Btu,LA,Louisiana,0,Million Btu per barrel
2023,BDEIB,Biodiesel consumed by the electric power sector,NY,New York,0,Billion Btu
2023,BDTXP,Biodiesel total end-use consumption,DE,Delaware,57,Thousand barrels
2023,BDTXP,Biodiesel total end-use consumption,MD,Maryland,370,Thousand barrels
2023,BDEIB,Biodiesel consumed by the electric power sector,OH,Ohio,0,Billion Btu
2023,BDEIK,Factor for converting biodiesel consumed by the electric power sector from physical units to Btu,SC,South Carolina,0,Million Btu per barrel
2023,BDTXK,Factor for converting biodiesel used by end-use sectors from physical units to Btu,US,United States,5.359,Million Btu per barrel
2023,BDTXB,Biodiesel total end-use consumption,WV,West Virginia,1979,Billion Btu
2023,BDEIB,Biodiesel consumed by the electric power sector,KS,Kansas,0,Billion Btu
2023,BDEIB,Biodiesel consumed by the electric power sector,KY,Kentucky,0,Billion Btu
2023,BDTXB,Biodiesel total end-use consumption,WY,Wyoming,334,Billion Btu
2023,BDEIK,Factor for converting biodiesel consumed by the electric power sector from physical units to Btu,SD,South Dakota,0,Million Btu per barrel
2023,BDEIK,Factor for converting biodiesel consumed by the electric power sector from physical units to Btu,TN,Tennessee,0,Million Btu per barrel
2023,BDEIP,Biodiesel consumed by the electric power sector,CO,Colorado,0,Thousand barrels
2023,ESICD,Electricity price in the industrial sector,AR,Arkansas,20.12,Dollars per million Btu
2023,ESICD,Electricity price in the industrial sector,AZ,Arizona,23.76,Dollars per million Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,ID,Idaho,33415,Billion Btu
2023,ESICD,Electricity price in the industrial sector,MA,Massachusetts,52.41,Dollars per million Btu
2023,ESICD,Electricity price in the industrial sector,MD,Maryland,29.15,Dollars per million Btu
2023,ESICD,Electricity price in the industrial sector,ME,Maine,36.04,Dollars per million Btu
2023,ESICD,Electricity price in the industrial sector,MI,Michigan,23.9,Dollars per million Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,NM,New Mexico,38852,Billion Btu
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,OR,Oregon,49248,Billion Btu
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,PA,Pennsylvania,171101,Billion Btu
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,RI,Rhode Island,2146,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,CA,California,140003,Billion Btu
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,IL,Illinois,140804,Billion Btu
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,IN,Indiana,140672,Billion Btu
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,KS,Kansas,39270,Billion Btu
2023,ESICD,Electricity price in the industrial sector,CA,California,54.63,Dollars per million Btu
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,MA,Massachusetts,6091,Million kilowatthours
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,MD,Maryland,3456,Million kilowatthours
2023,CLGBP,Coal generating units net summer capacity in all sectors,AZ,Arizona,2939,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,CA,California,57,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,CO,Colorado,3804,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,CT,Connecticut,0,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,DC,District of Columbia,0,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,DE,Delaware,410,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,FL,Florida,3990,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,GA,Georgia,5780,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,HI,Hawaii,0,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,IA,Iowa,4861,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,ID,Idaho,0,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,IL,Illinois,6854,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,IN,Indiana,12847,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,WA,Washington,670,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,WI,Wisconsin,5226,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,WV,West Virginia,12542,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,WY,Wyoming,6069,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,KS,Kansas,4525,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,KY,Kentucky,9162,Thousand kilowatts
2023,CLGBP,Coal generating units net summer capacity in all sectors,LA,Louisiana,2070,Thousand kilowatts
2023,BTCAS,Battery storage generating units usage factor,OR,Oregon,7.8,Percent
2023,BTCAS,Battery storage generating units usage factor,PA,Pennsylvania,13.1,Percent
2023,BTCAS,Battery storage generating units usage factor,RI,Rhode Island,3.7,Percent
2023,BTCAS,Battery storage generating units usage factor,SC,South Carolina,.4,Percent
2023,BTCAS,Battery storage generating units usage factor,SD,South Dakota,0,Percent
2023,BTCAS,Battery storage generating units usage factor,TN,Tennessee,0,Percent
2023,BTCAS,Battery storage generating units usage factor,TX,Texas,2.7,Percent
2023,BTGBP,Battery storage units net summer capacity in all sectors,OK,Oklahoma,10,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,OR,Oregon,35,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,PA,Pennsylvania,35,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,RI,Rhode Island,3,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,SC,South Carolina,22,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,SD,South Dakota,1,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,TN,Tennessee,0,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,TX,Texas,3794,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,US,United States,15995,Thousand kilowatts
2023,BTGBP,Battery storage units net summer capacity in all sectors,UT,Utah,1,Thousand kilowatts
2023,BTCAS,Battery storage generating units usage factor,MD,Maryland,12.7,Percent
2023,BTCAS,Battery storage generating units usage factor,ME,Maine,3.7,Percent
2023,BTCAS,Battery storage generating units usage factor,MI,Michigan,.6,Percent
2023,BTCAS,Battery storage generating units usage factor,MN,Minnesota,.2,Percent
2023,BTCAS,Battery storage generating units usage factor,MO,Missouri,0,Percent
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,ID,Idaho,8.1,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,IL,Illinois,95.3,Thousands of registered vehicles
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,IN,Indiana,25,Thousands of registered vehicles
2023,ELIMV,Electricity imports expenditures,MD,Maryland,0,Million dollars
2023,ELIMV,Electricity imports expenditures,OK,Oklahoma,0,Million dollars
2023,ELIMV,Electricity imports expenditures,OR,Oregon,0,Million dollars
2023,ELIMV,Electricity imports expenditures,PA,Pennsylvania,0,Million dollars
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,ME,Maine,2400,Million kilowatthours
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,PA,Pennsylvania,50147,Million kilowatthours
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,SC,South Carolina,85675,Billion Btu
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,CA,California,42999,Million kilowatthours
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,CO,Colorado,14779,Million kilowatthours
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,CT,Connecticut,2579,Million kilowatthours
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,KY,Kentucky,93376,Billion Btu
2023,ESICD,Electricity price in the industrial sector,NE,Nebraska,22.37,Dollars per million Btu
2023,ESICD,Electricity price in the industrial sector,NH,New Hampshire,46.2,Dollars per million Btu
2023,ESICD,Electricity price in the industrial sector,NJ,New Jersey,34.24,Dollars per million Btu
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,MI,Michigan,28515,Million kilowatthours
2023,ESICV,Electricity expenditures in the industrial sector,OH,Ohio,3430.2,Million dollars
2023,ESICV,Electricity expenditures in the industrial sector,OK,Oklahoma,1280.6,Million dollars
2023,ESICV,Electricity expenditures in the industrial sector,OR,Oregon,1085.2,Million dollars
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,AK,Alaska,4426,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,GA,Georgia,199303,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,HI,Hawaii,9189,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,IA,Iowa,49753,Billion Btu
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,DC,District of Columbia,176,Million kilowatthours
2023,ESICV,Electricity expenditures in the industrial sector,KS,Kansas,792.7,Million dollars
2023,ESICV,Electricity expenditures in the industrial sector,KY,Kentucky,1733.2,Million dollars
2023,ESICV,Electricity expenditures in the industrial sector,LA,Louisiana,1810.7,Million dollars
2023,ESICV,Electricity expenditures in the industrial sector,MA,Massachusetts,1089.2,Million dollars
2023,ESICD,Electricity price in the industrial sector,NM,New Mexico,16.86,Dollars per million Btu
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,TX,Texas,158249,Million kilowatthours
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,US,United States,1009256,Million kilowatthours
2023,ESICP,Electricity consumed by (sales to ultimate customers in) the industrial sector,UT,Utah,8623,Million kilowatthours
2023,ESICV,Electricity expenditures in the industrial sector,PA,Pennsylvania,3851.7,Million dollars
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,WY,Wyoming,28215,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,AK,Alaska,6997,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,AL,Alabama,107170,Billion Btu
2023,ESICV,Electricity expenditures in the industrial sector,AR,Arkansas,1260.3,Million dollars
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,IL,Illinois,129193,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,IN,Indiana,135609,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,KS,Kansas,35424,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,KY,Kentucky,90237,Billion Btu
2023,ESICV,Electricity expenditures in the industrial sector,MD,Maryland,343.6,Million dollars
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,NV,Nevada,42191,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,NY,New York,51772,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,OH,Ohio,166437,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,CO,Colorado,49364,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,CT,Connecticut,8801,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,DC,District of Columbia,602,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,DE,Delaware,5716,Billion Btu
2023,ESRCB,Electricity consumed by (sales to ultimate customers in) the residential sector,AR,Arkansas,62692,Billion Btu
2023,ESICD,Electricity price in the industrial sector,CO,Colorado,24.91,Dollars per million Btu
2023,ESICD,Electricity price in the industrial sector,CT,Connecticut,45.99,Dollars per million Btu
2023,ESICD,Electricity price in the industrial sector,DC,District of Columbia,31.81,Dollars per million Btu
2023,ESICD,Electricity price in the industrial sector,DE,Delaware,22.99,Dollars per million Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,LA,Louisiana,105070,Billion Btu
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,MS,Mississippi,53386,Billion Btu
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,MT,Montana,15989,Billion Btu
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,NC,North Carolina,89203,Billion Btu
2023,ESISB,Electricity sales to the industrial sector excluding refinery use,OK,Oklahoma,69802,Billion Btu
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,SD,South Dakota,11012,Billion Btu
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,TN,Tennessee,77115,Billion Btu
2023,ESICB,Electricity consumed by (sales to ultimate customers in) the industrial sector,TX,Texas,539946,Billion Btu
2023,ELIMV,Electricity imports expenditures,RI,Rhode Island,0,Million dollars
2023,ELIMV,Electricity imports expenditures,SC,South Carolina,0,Million dollars
2023,ELIMD,Electricity imports average price,SD,South Dakota,0,Dollars per million Btu
2023,ELIMP,Electricity imported into the United States,WI,Wisconsin,0,Million kilowatthours
2023,ELIMP,Electricity imported into the United States,WV,West Virginia,0,Million kilowatthours
2023,ELIMP,Electricity imported into the United States,WY,Wyoming,0,Million kilowatthours
2023,ELIMV,Electricity imports expenditures,AK,Alaska,0,Million dollars
2023,ELIMV,Electricity imports expenditures,ME,Maine,142.1,Million dollars
2023,ELEXV,Electricity exports expenditures,NY,New York,130.7,Million dollars
2023,ELEXV,Electricity exports expenditures,OH,Ohio,0,Million dollars
2023,ELEXV,Electricity exports expenditures,OK,Oklahoma,0,Million dollars
2023,ELNIP,Net imports of electricity into the United States,MT,Montana,-650,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,NC,North Carolina,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,ND,North Dakota,6,Million kilowatthours
2023,ELNIB,Net imports of electricity into the United States,NC,North Carolina,0,Billion Btu
2023,ELNIP,Net imports of electricity into the United States,TX,Texas,-652,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,US,United States,18904,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,UT,Utah,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,NE,Nebraska,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,VA,Virginia,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,IL,Illinois,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,IN,Indiana,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,KS,Kansas,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,CO,Colorado,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,CT,Connecticut,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,DC,District of Columbia,0,Million kilowatthours
2023,ELNIB,Net imports of electricity into the United States,IA,Iowa,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,ID,Idaho,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,IL,Illinois,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,ND,North Dakota,19,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,NE,Nebraska,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,NH,New Hampshire,0,Billion Btu
2023,ELNIB,Net imports of electricity into the United States,NJ,New Jersey,0,Billion Btu
2023,ELNIP,Net imports of electricity into the United States,KY,Kentucky,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,DE,Delaware,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,FL,Florida,0,Million kilowatthours
2023,ELNIB,Net imports of electricity into the United States,IN,Indiana,0,Billion Btu
2023,ELNIP,Net imports of electricity into the United States,NH,New Hampshire,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,NJ,New Jersey,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,NM,New Mexico,0,Million kilowatthours
2023,ELNIB,Net imports of electricity into the United States,NM,New Mexico,0,Billion Btu
2023,ELNIP,Net imports of electricity into the United States,VT,Vermont,10574,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,WA,Washington,-9483,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,WI,Wisconsin,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,NV,Nevada,0,Million kilowatthours
2023,ELNIP,Net imports of electricity into the United States,WV,West Virginia,0,Million kilowatthours
2023,ESACB,Electricity consumed by (sales to ultimate customers in) the transportation sector,CT,Connecticut,610,Billion Btu
2023,ESACB,Electricity consumed by (sales to ultimate customers in) the transportation sector,DC,District of Columbia,1028,Billion Btu
2023,ESACB,Electricity consumed by (sales to ultimate customers in) the transportation sector,DE,Delaware,0,Billion Btu
2023,ESACB,Electricity consumed by (sales to ultimate customers in) the transportation sector,NJ,New Jersey,1281,Billion Btu
2023,ESACB,Electricity consumed by (sales to ultimate customers in) the transportation sector,NM,New Mexico,0,Billion Btu
2023,ESACB,Electricity consumed by (sales to ultimate customers in) the transportation sector,NV,Nevada,25,Billion Btu
2023,ESACB,Electricity consumed by (sales to ultimate customers in) the transportation sector,FL,Florida,243,Billion Btu
2023,ESACD,Electricity price in the transportation sector,MO,Missouri,28.63,Dollars per million Btu
2023,ESACD,Electricity price in the transportation sector,MS,Mississippi,0,Dollars per million Btu
2023,ESACD,Electricity price in the transportation sector,MT,Montana,0,Dollars per million Btu
2023,ESACB,Electricity consumed by (sales to ultimate customers in) the transportation sector,RI,Rhode Island,89,Billion Btu
2023,ESACB,Electricity consumed by (sales to ultimate customers in) the transportation sector,SC,South Carolina,0,Billion Btu
